Me identifico,Tengo,Argentina,Años de experiencia,Años en el puesto actual,¿Gente a cargo?,¿Cuánta?,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,¿Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),¿Bruto o neto?,¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a Enero 2017,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en 2017?,¿De qué % fue el ajuste?,Cantidad de empleados,¿Cambiaste de empresa en los últimos 6 meses?,¿Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,24 - 26,San Luis,3,1,No,0,Developer,,"CSS, Go, HTML, Java, Javascript, Python",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,36000,Bruto,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,7,101-200,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Viáticos, WFH (Trabajar desde casa)"
Mujer,34 - 36,San Luis,10+,10+,No,0,Developer,,"Go, Java, NodeJS, Grails",,,,,"Sí, pasiva",0,Neto,Full-Time,51253,Bruto,3,2,De uno a tres sueldos,Mix de las anteriores,Uno,10,51-100,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Guardería, Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,37 - 40,San Luis,10+,10+,No,0,Control de calidad ,,,,,,,,,,Full-Time,14000,Neto,2,2,No,No recibo bono,Uno,1,11-50,No,No cambié de empresa,Aumento por inflación
Hombre,34 - 36,San Luis,10+,10+,Sí,15,Policía,,,,,,,,,,Full-Time,19000,Neto,1,1,No,No recibo bono,No,25,1001+,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,27 - 30,San Luis,6,4,No,0,maquinista,,,,,,,,,,Full-Time,10000,Bruto,3,3,No,No recibo bono,Uno,11,1-10,No,No cambié de empresa,Viajes al exterior
Mujer,24 - 26,San Luis,6,3,No,0,Mucama,,,,,,,,,,Full-Time,10000,Neto,1,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Nada
Hombre,34 - 36,San Luis,9,3,No,0,merchandising ,,,,,,,,,,Full-Time,16000,Neto,2,2,No,no recibo bono,Uno,10,501-1000,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,San Luis,6,1,No,0,SysAdmin / DevOps,"Windows, Azure, VMWare",".NET, C#",,,,,No,0,Bruto,Full-Time,18500,Bruto,2,2,No,No recibo bono,Dos,10,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,37 - 40,San Luis,10+,10+,No,0,HelpDesk,,,,,,,"Sí, pasiva",0,Neto,Part-Time,17000,Bruto,2,2,No,No recibo bono,Uno,12,201-500,No,No cambié de empresa,"Abono de celular y/o Internet, Laptop"
Hombre,34 - 36,Santa Cruz,10+,4,No,0,Auxiliar Gabinete Informatico,,,,,,,,,,Full-Time,18500,Neto,2,1,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Santa Cruz,8,8,No,0,Sistema telefónico mantenimiento,,,,,,,,,,Full-Time,23000,Neto,2,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Horarios flexibles
Hombre,37 - 40,Santa Cruz,10+,9,No,0,adicionista,,,,,,,,,,Full-Time,17000,Neto,2,2,No,No recibo bono,No,0,501-1000,No,No cambié de empresa,Comidas pagas/subvencionadas
Hombre,24 - 26,Santa Cruz,2,2,Sí,60,HelpDesk,,,,,,,No,0,Bruto,Full-Time,18000,Bruto,3,2,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Santa Cruz,4,3,No,0,Maquinista ,,,,,,,,,,Part-Time,35,Neto,3,3,No,No recibo bono,Uno,10,1001+,No,No cambié de empresa,Sueldo divido en dos pagos por mes
Mujer,37 - 40,Santa Cruz,10+,7,Sí,12,Limpieza,,,,,,,,,,Part-Time,13000,Neto,1,1,No,No recibo bono,No,0,201-500,No,No cambié de empresa,No
Hombre,37 - 40,Santa Cruz,10+,4,Sí,5,Networking,,,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Remoto (empresa de otro país),30000,Neto,2,1,No,No recibo bono,No,0,1-10,Sí,Desafíos profesionales,Ninguna de las anteriores
Hombre,31 - 33,Santa Fe,9,5,No,0,Developer,,".NET, C#, CSS, Javascript, VB *",,,,,No,0,Bruto,Full-Time,27287,Neto,2,2,No,No recibo bono,Uno,11,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Santa Fe,3,10+,No,0,Developer,,"C#, CSS, HTML, Javascript, jQuery, Perl, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,27000,Neto,3,1,Menos de un sueldo,Performance individual,No,0,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
Hombre,34 - 36,Santa Fe,8,6,No,0,SysAdmin / DevOps,"Linux, Amazon Web Services, Azure, neo4j, elasticsearch, puppet","Python, bash",,,,,No,0,Porcentaje de mi sueldo,Full-Time,23276,Neto,2,2,No,No recibo bono,Uno,10,1001+,No,ninguno,"Capacitaciones y/o cursos, Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,37 - 40,Santa Fe,10+,1,No,0,Developer,,"HTML, Javascript, jQuery, PHP, Python",,,,,"Sí, activa",0,Porcentaje de mi sueldo,Full-Time,25000,Neto,3,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,37 - 40,Santa Fe,10+,8,No,0,SysAdmin / DevOps,"Windows, Hyper-V",PowerShell,,,,,"Sí, pasiva",0,Bruto,Full-Time,24000,Neto,2,2,No,No recibo bono,Uno,10,201-500,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas/subvencionadas"
Hombre,41 - 45,Santa Fe,10+,7,No,0,Infosec,,,,,,,"Sí, pasiva",2000,Neto,Full-Time,40000,Neto,3,2,No,No recibo bono,No,0,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Laptop"
Hombre,27 - 30,Santa Fe,4,Menos de un año,No,0,Networking,,,,,,,"Sí, pasiva",0,Bruto,Full-Time,30000,Bruto,3,2,No,No recibo bono,Uno,10,201-500,Sí,Salario,"Capacitaciones y/o cursos, Clases de idiomas, Laptop"
Hombre,37 - 40,Santa Fe,10+,2,No,0,Designer,,,,,,,,,,Full-Time,40000,Neto,3,4,No,No recibo bono,Uno,20,1-10,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Cochera"
Hombre,27 - 30,Santa Fe,3,1,No,0,Developer,,Genexus,,,,,No,0,Neto,Full-Time,23000,Neto,3,3,No,No recibo bono,Uno,10,101-200,Sí,Salario,"Aumento por inflación, Horarios flexibles"
Hombre,24 - 26,Santa Fe,4,3,No,0,SysAdmin / DevOps,"Linux, Windows, Amazon Web Services, Azure, Docker / Containers, Openshift",Bash,,,,,No,0,Bruto,Full-Time,18900,Neto,2,2,Menos de un sueldo,Performance individual,Uno,15,201-500,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Cuota para universidad, Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Santa Fe,2,1,No,0,Developer,,"HTML, Javascript, NodeJS, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,15000,Neto,3,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Capacitaciones y/o cursos, Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,34 - 36,Santa Fe,10+,8,No,0,SysAdmin / DevOps,Windows,NA,,,,,No,0,Porcentaje de mi sueldo,Full-Time,32000,Neto,3,3,No,No recibo bono,Uno,10,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Santa Fe,5,Menos de un año,No,0,SysAdmin / DevOps,"Linux, Amazon Web Services",NodeJS,,,,,"Sí, pasiva",8000,Neto,Freelance,20000,Bruto,3,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Santa Fe,10+,10+,Sí,3,Networking,,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,26000,Neto,3,2,Menos de un sueldo,Performance individual,No,0,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Viáticos"
Hombre,34 - 36,Santa Fe,10+,5,Sí,0,SysAdmin / DevOps,"Linux, Windows, VMWare","HTML, Javascript, PHP",,,,,No,0,Neto,Full-Time,14500,Neto,2,1,Menos de un sueldo,Performance de la compañía,Uno,0,51-100,No,No cambié de empresa,"Descuentos en gimnasios, Snacks, golosinas, bebidas"
Hombre,24 - 26,Santa Fe,1,Menos de un año,No,0,QA / Tester,,,C#,Mix,Selenium,,,,,Full-Time,12760,Neto,1,1,No,No recibo bono,Uno,2.5,201-500,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Masajes, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,Santa Fe,4,Menos de un año,No,0,SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers","HTML, Javascript, PHP, Python",,,,,"Sí, activa",0,Neto,Remoto (empresa de otro país),30000,Neto,3,3,Un sueldo,Mix de las anteriores,No,0,11-50,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,27 - 30,Santa Fe,1,1,No,0,Developer,,"CSS, HTML, Javascript, jQuery, PHP, Python",,,,,No,0,Porcentaje de mi sueldo,Full-Time,14000,Neto,1,1,No,No recibo bono,No,0,501-1000,No,No cambié de empresa,"Capacitaciones y/o cursos, Horarios flexibles, Laptop, Viáticos, WFH (Trabajar desde casa)"
Hombre,37 - 40,Santa Fe,10+,10+,Sí,15,Architect,,,,,,,,,,Full-Time,48000,Neto,3,2,No,No recibo bono,Uno,20,1001+,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Santa Fe,10+,3,No,0,SysAdmin / DevOps,"Linux, Windows, Docker / Containers, VMWare",Python,,,,,No,0,Porcentaje de mi sueldo,Part-Time,24000,Neto,2,3,No,No recibo bono,Uno,30,11-50,No,No cambié de empresa,Comidas pagas/subvencionadas
Hombre,27 - 30,Santa Fe,4,4,No,0,Todo lo que sea IT,,,,,,,,,,Full-Time,11140,Bruto,1,2,No,No recibo bono,Uno,25,51-100,No,No cambié de empresa,"Horarios flexibles, Viáticos"
Hombre,37 - 40,Santa Fe,10+,4,No,0,SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers","Python, Ruby",,,,,No,0,Porcentaje de mi sueldo,Full-Time,35000,Neto,2,2,No,No recibo bono,Uno,15,51-100,No,No cambié de empresa,"Clases de idiomas, Viáticos, WFH (Trabajar desde casa)"
Hombre,27 - 30,Santa Fe,6,3,No,0,Developer,,"HTML, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,24000,Neto,3,3,No,No recibo bono,Uno,18,1-10,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación"
Hombre,31 - 33,Santa Fe,2,2,Sí,2,Casi todo el resto,,,,,,,,,,Full-Time,42000,Neto,4,3,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Santa Fe,10+,5,No,0,HelpDesk,,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,18000,Neto,2,2,No,No recibo bono,Uno,7,11-50,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Viáticos"
Hombre,27 - 30,Santa Fe,3,2,No,0,Developer,,".NET, C#, HTML, Java, jQuery, PHP",,,,,No,0,Bruto,Tercerizado (trabajo a través de consultora o agencia),9500,Neto,2,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Santa Fe,10+,8,No,0,Developer,,Genexus,,,,,No,0,Neto,Full-Time,38500,Neto,3,3,No,No recibo bono,Uno,15,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Santa Fe,10+,6,Sí,3,PM,,,,,,,,,,Full-Time,67000,Bruto,4,3,De uno a tres sueldos,Performance de la compañía,Uno,25,1001+,No,No cambié de empresa,"Aumento por inflación, WFH (Trabajar desde casa)"
Hombre,27 - 30,Santa Fe,2,Menos de un año,No,0,Developer,,"ActionScript, HTML, Javascript, jQuery, NodeJS, PHP, MySql",,,,,No,0,Porcentaje de mi sueldo,Part-Time,12000,Neto,3,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,31 - 33,Santa Fe,8,4,No,0,Developer,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,No,0,Bruto,Full-Time,36000,Neto,2,3,No,No recibo bono,No,10,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Santa Fe,3,1,No,0,Developer,,"PHP, Python",,,,,No,0,Porcentaje de mi sueldo,Full-Time,15000,Neto,2,3,No,No recibo bono,No,0,201-500,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,24 - 26,Santa Fe,6,3,No,0,Developer,,"C++, CSS, HTML, Javascript, jQuery, NodeJS, PHP, Python",,,,,No,0,Porcentaje de mi sueldo,Freelance,15000,Bruto,2,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,WFH (Trabajar desde casa)
Hombre,27 - 30,Santa Fe,4,1,No,0,QA / Tester,,,"C#, CSS, HTML, Javascript",Funcional,Selenium,,,,,Full-Time,18000,Neto,2,1,No,No recibo bono,No,0,11-50,Sí,Salario,"Aumento por inflación, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Santa Fe,10+,8,No,0,DBA,,,,,,MySQL/MariaDB,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,64565,Bruto,3,3,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Santa Fe,10+,6,No,0,PM,,,,,,,,,,Full-Time,60000,Bruto,4,4,No,No recibo bono,No,0,1001+,No,No cambié de empresa,"Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,34 - 36,Santa Fe,10+,4,No,0,PM,,,,,,,,,,Full-Time,34000,Neto,3,3,Menos de un sueldo,Performance de la compañía,Dos,8,1001+,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Guardería, Laptop, Viajes al exterior"
Hombre,24 - 26,Santa Fe,3,1,No,0,Developer,,"CSS, HTML, Javascript",,,,,No,0,Porcentaje de mi sueldo,Full-Time,24000,Neto,3,2,No,No recibo bono,Dos,28,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Santa Fe,4,1,No,0,Developer,,Pl sql,,,,,No,0,Porcentaje de mi sueldo,Full-Time,28000,Neto,2,3,De uno a tres sueldos,Performance de la compañía,Dos,17,51-100,No,No cambié de empresa,Comidas pagas/subvencionadas
Hombre,31 - 33,Santa Fe,10+,5,Sí,2,Proyect coordinator,,,,,,,,,,Full-Time,20000,Neto,1,1,No,No recibo bono,Uno,14,1-10,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Sueldo divido en dos pagos por mes, Viáticos"
Hombre,31 - 33,Santa Fe,4,1,No,0,Developer,,Java,,,,,No,0,Porcentaje de mi sueldo,Full-Time,32000,Bruto,3,3,No,No recibo bono,No,0,201-500,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Santa Fe,10+,6,No,0,Developer,,"HTML, Javascript, jQuery, PHP, VB *",,,,,No,0,Porcentaje de mi sueldo,Full-Time,32000,Neto,3,2,No,No recibo bono,No,0,101-200,No,No cambié de empresa,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,41 - 45,Santa Fe,10+,10+,Sí,18,Developer,,PL/SQL T-SQL,,,,,No,0,Porcentaje de mi sueldo,Full-Time,52000,Bruto,3,3,Menos de un sueldo,Performance individual,Dos,15,501-1000,No,No cambié de empresa,"Capacitaciones y/o cursos, Descuentos en gimnasios, Horarios flexibles, Viajes al exterior"
Hombre,24 - 26,Santa Fe,3,3,No,0,Developer,,Java,,,,,No,0,Porcentaje de mi sueldo,Full-Time,30000,Bruto,3,3,No,No recibo bono,Uno,20,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes, Playroom, WFH (Trabajar desde casa)"
Hombre,24 - 26,Santa Fe,5,Menos de un año,No,0,SysAdmin / DevOps,"Windows, Amazon Web Services, Azure",".NET, HTML, PHP",,,,,No,0,Bruto,Tercerizado (trabajo a través de consultora o agencia),14000,Neto,3,2,No,No recibo bono,No,0,51-100,Sí,Salario,"Abono de celular y/o Internet, Bonos por desempeño, Capacitaciones y/o cursos, Laptop, Playroom, WFH (Trabajar desde casa)"
Hombre,34 - 36,Santa Fe,9,4,No,0,Developer,,".NET, C, C++, C#",,,,,No,0,Bruto,Full-Time,36000,Neto,2,2,De uno a tres sueldos,Mix de las anteriores,Uno,7,51-100,No,No cambié de empresa,Viáticos
Hombre,31 - 33,Santa Fe,4,Menos de un año,No,0,Infosec,,,,,,,"Sí, pasiva",0,Neto,Full-Time,21300,Neto,3,2,No,No recibo bono,No,0,201-500,Sí,Salario,"Aumento por inflación, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas"
Hombre,41 - 45,Santa Fe,10+,10+,No,0,HelpDesk,,,,,,,No,0,Neto,Full-Time,25000,Neto,4,3,Menos de un sueldo,Participación ganancias ,Uno,20,1001+,No,No cambié de empresa,"Aumento por inflación, Snacks, golosinas, bebidas"
Hombre,50+,Santa Fe,10+,1,No,0,PM,,,,,,,,,,Full-Time,42000,Neto,3,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Abono de celular y/o Internet, Laptop"
Hombre,24 - 26,Santa Fe,3,3,No,0,Developer,,".NET, VB *",,,,,"Sí, pasiva",10,Porcentaje de mi sueldo,Full-Time,19500,Neto,2,2,No,No recibo bono,Uno,10,201-500,No,No cambié de empresa,"Comidas pagas/subvencionadas, Descuentos en gimnasios, Guardería, Laptop, WFH (Trabajar desde casa)"
Hombre,27 - 30,Santa Fe,6,1,No,0,Developer / Helpdesk,,,,,,,,,,Full-Time,20000,Neto,1,1,No,No recibo bono,Dos,20,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Santa Fe,Menos de un año,Menos de un año,No,0,Developer,,Haxe,,,,,No,0,Bruto,Full-Time,13000,Neto,4,4,No,No recibo bono,Uno,25,1-10,Sí,Salario,Ninguna de las anteriores
Hombre,37 - 40,Santa Fe,10+,5,No,0,SysAdmin / DevOps,"Linux, Windows",".NET, C#, CSS, HTML, Javascript, jQuery, PHP",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Freelance,22000,Neto,1,2,No,No recibo bono,Uno,17,11-50,No,No cambié de empresa,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,27 - 30,Santa Fe,2,Menos de un año,No,0,Developer,,"HTML, Java, Javascript, jQuery, PL/SQL",,,,,No,0,Porcentaje de mi sueldo,Part-Time,10500,Neto,3,3,No,No recibo bono,No,0,101-200,Sí,ingreso economico,Ninguna de las anteriores
Hombre,41 - 45,Santa Fe,10+,1,No,0,Developer,,"CSS, Go, HTML, jQuery, Perl, Python, Ruby",,,,,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),102000,Neto,4,4,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Mujer,34 - 36,Santa Fe,10+,2,Sí,2,Developer,,"Java, Python, Scala",,,,,No,0,Bruto,Full-Time,54000,Bruto,3,3,Un sueldo,ANUAL. POLÍTICA DE  RETENCIÓN ,Uno,14,201-500,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,41 - 45,Santa Fe,10+,4,Sí,7,Líder de desarrollo,,,,,,,,,,Full-Time,57000,Bruto,3,2,De uno a tres sueldos,Mix de las anteriores,Uno,12,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,31 - 33,Santa Fe,10+,8,Sí,1,Developer,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,"Sí, pasiva",0,Bruto,Full-Time,33500,Neto,3,3,Menos de un sueldo,Mix de las anteriores,Uno,15,1-10,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,34 - 36,Santa Fe,5,2,No,0,Developer,,"HTML, Java, Javascript, jQuery, NodeJS, PHP, VB *",,,,,No,0,Neto,Full-Time,27000,Neto,2,2,No,No recibo bono,Dos,8,101-200,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios"
Hombre,34 - 36,Santa Fe,10+,10+,No,0,Networking,,,,,,,No,0,Neto,Full-Time,17000,Bruto,1,1,Menos de un sueldo,Performance de la compañía,Dos,20,501-1000,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Sueldo divido en dos pagos por mes"
Hombre,31 - 33,Santa Fe,5,1,No,0,QA / Tester,,,"Javascript, PHP",Mix,Php,,,,,Full-Time,35000,Bruto,3,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Santa Fe,10+,2,Sí,2,SysAdmin / DevOps,"Linux, Windows, Amazon Web Services, Azure, Docker / Containers","C#, NodeJS",,,,,"Sí, activa",20,Porcentaje de mi sueldo,Remoto (empresa de otro país),78000,Bruto,4,4,No,No recibo bono,No,0,51-100,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,37 - 40,Santa Fe,10+,Menos de un año,No,0,Developer,,Java,,,,,No,0,Neto,Full-Time,42000,Bruto,3,3,No,No recibo bono,No,0,11-50,Sí,Salario,"Aumento por inflación, Comidas pagas/subvencionadas, Descuentos en gimnasios"
Hombre,27 - 30,Santa Fe,3,2,No,0,SysAdmin / DevOps,"Linux, Windows, VMWare",ninguna,,,,,No,0,Neto,Full-Time,19200,Neto,1,2,No,No recibo bono,Uno,10,11-50,No,No cambié de empresa,Comidas pagas/subvencionadas
Hombre,21 - 23,Santa Fe,Menos de un año,Menos de un año,No,0,Developer,,".NET, C#, CSS, HTML, Javascript, AngularJS, SQL",,,,,No,0,Porcentaje de mi sueldo,Full-Time,17000,Neto,2,3,No,No recibo bono,Dos,20,1-10,No,No cambié de empresa,"Aumento por inflación, Snacks, golosinas, bebidas, Participacion en la toma de decisiones"
Hombre,24 - 26,Santa Fe,3,3,No,0,Developer,,".NET, C#, CSS, HTML, Javascript, jQuery, PHP, VB *",,,,,No,0,Neto,Full-Time,17000,Neto,2,2,No,No recibo bono,Dos,22,1-10,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles"
Hombre,31 - 33,Santa Fe,6,4,No,0,Developer,,Perl,,,,,"Sí, activa",10,Porcentaje de mi sueldo,Full-Time,36000,Neto,4,3,De uno a tres sueldos,Performance grupal,Uno,10,11-50,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Laptop, WFH (Trabajar desde casa)"
