Soy,Tengo,Argentina,Años de experiencia,Años en el puesto actual,Trabajo de,Gente a cargo?,Cuánta?,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),Bruto o neto?,Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a Julio 2016,Recibís algún tipo de bono,A qué está atado el bono,Tuviste ajustes por inflación en 2016?,De qué % fue el ajuste?,Cantidad de empleados,Cambiaste de empresa en los últimos 6 meses?,Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8,2,Networking,Sí,46,Windows,,,,,"Sí, pasiva",15,Porcentaje de mi sueldo,Full-Time,49200,Bruto,3,2,De uno a tres sueldos,Performance grupal,Dos,38,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, Snacks, golosinas, bebidas"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,9,5,Networking,Sí,4,"Windows, VMWare",,,,,"Sí, pasiva",1600,Bruto,Full-Time,49500,Bruto,3,3,Un sueldo,Performance individual,Uno,33,1001+,No,Desafíos profesionales,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Descuentos en gimnasios, Snacks, golosinas, bebidas"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,2,Networking,Sí,5,Cisco,,,,,No,0,Bruto,Full-Time,50000,Bruto,3,3,No,No recibo bono,Dos,17,1001+,No,No cambié de empresa,"Clases de idiomas, Cuota para universidad, Descuentos en gimnasios, Guardería"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,10+,Networking,Sí,7,"Linux, Solaris, Windows, OpenStack, VMWare",,,,,"Sí, activa",5000,Neto,Full-Time,50000,Bruto,2,2,Un sueldo,Performance individual,Más de dos,32,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Networking,No,0,"Linux, Windows, VMWare, Cisco",,,,,"Sí, pasiva",0,Neto,Full-Time,54000,Bruto,3,3,No,No recibo bono,Más de dos,38,501-1000,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8,5,Networking,Sí,5,"Linux, Windows, Amazon Web Services, VMWare",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,56000,Bruto,4,4,De uno a tres sueldos,Mix de las anteriores,No,0,51-100,No,No cambié de empresa,"Abono de celular y/o Internet, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5,3,Networking,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,Full-Time,57000,Bruto,4,3,Un sueldo,Mix de las anteriores,Dos,30,11-50,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Snacks, golosinas, bebidas, Sueldo divido en dos pagos por mes, Viajes al exterior, Viáticos"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,5,Networking,No,0,Windows,,,,,"Sí, pasiva",5000,Bruto,Part-Time,92780,Bruto,4,4,3+ sueldos,Mix de las anteriores,Más de dos,45,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Cuota para universidad, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Guardería, Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Stock options, Sueldo divido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,6,2,Networking/SysAdmin,No,0,"Linux, Windows, VMWare, Networking Cisco y HP/Bluecoat/UCS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,21000,Neto,3,2,De uno a tres sueldos,Mix de las anteriores,Uno,33,1001+,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Guardería, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5,2,Networking/SysAmin,No,0,"Linux, Windows, VMWare, Cisco Networking/UCS, BlueCoat, ",,,,,No,0,Porcentaje de mi sueldo,Full-Time,25000,Neto,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,33,1001+,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Guardería, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,6,2,NOC,No,0,"Linux, Solaris, Windows, VMWare, Nagios, TSO, CICS, NetView,  webmin",,,,,No,0,Porcentaje de mi sueldo,Full-Time,28000,Neto,3,3,Un sueldo,beneficio bancario,Uno,33,1001+,No,No cambié de empresa,"Bonos por desempeño, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), 2 días de trabajo a la semana"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,10+,7,NOC Operator,No,0,"Linux, Windows, VMWare",,,,,"Sí, pasiva",4500,Neto,Part-Time,21500,Neto,3,3,Menos de un sueldo,Pais,Más de dos,31,1001+,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa), Mas dinero en negro"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,1,Operación Management,Sí,40,"Linux, Solaris, Windows, Amazon Web Services, Sap",,,,,No,0,Porcentaje de mi sueldo,Full-Time,72000,Bruto,4,3,Un sueldo,Mix de las anteriores,Dos,35,51-100,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,1,Operaciones,Sí,3,Windows,,,,,No,0,Bruto,Full-Time,31300,Bruto,3,2,Un sueldo,Performance individual,No,0,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Bonos por desempeño, Clases de idiomas, Descuentos en gimnasios, Guardería, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Operador,No,0,Windows,,,,,"Sí, activa",0,Porcentaje de mi sueldo,Full-Time,15800,Neto,2,3,Un sueldo,Aguinaldo,Más de dos,30,1001+,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,6,5,Operador ,No,0,"AIX, HP-UX, Linux, Solaris, Windows, VMWare",,,,,"Sí, pasiva",5000,Bruto,Full-Time,30000,Bruto,4,2,Un sueldo,Bono de productividad,Uno,30,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Guardería, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3,3,Operador de maquinas de tejido,No,0,Shima,,,,,No,0,Porcentaje de mi sueldo,Full-Time,8000,Neto,2,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1,1,Operador de monitoreo,No,0,"Windows, Nagios y SAP GUI NetWeaver",,,,,No,0,Bruto,Tercerizado (trabajo a través de consultora o agencia),8632,Neto,2,2,Menos de un sueldo,Performance individual,No,0,201-500,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Descuentos en gimnasios"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,2,2,Operador IT,No,0,"HP-UX, Linux, Windows",,,,,No,0,Neto,Tercerizado (trabajo a través de consultora o agencia),12300,Neto,1,1,No,No recibo bono,Uno,5,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Snacks, golosinas, bebidas"
Mujer,37 - 40,Ciudad Autónoma de Buenos Aires,5,3,operador NOC,No,0,"Windows, SAP",,,,,"Sí, activa",1000,Neto,Full-Time,19000,Neto,2,2,No,No recibo bono,Uno,10,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Ninguna de las anteriores"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1,Menos de un año,Operador Telefonico,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,Full-Time,21500,Neto,4,3,De uno a tres sueldos,Performance de la compañía,Más de dos,30,201-500,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,9,9,Operador Telefónico,No,0,Windows,,,,,No,0,Bruto,Part-Time,20000,Neto,2,3,No,No recibo bono,Dos,35,201-500,No,No cambié de empresa,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,1,1,Operador Unix,No,0,HP-UX,,,,,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),16000,Bruto,3,3,No,No recibo bono,Dos,40,201-500,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5,5,organismo de gobierno,Sí,8,Windows,,,,,"Sí, activa",200,Bruto,Full-Time,7300,Neto,1,1,Menos de un sueldo,Mix de las anteriores,No,0,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,5,2,PL,Sí,3,Windows,,,,,"Sí, pasiva",0,Neto,Full-Time,25500,Neto,2,3,Menos de un sueldo,Performance individual,Dos,25,51-100,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, Playroom, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,2,2,PM,Sí,7,Windows,,,,,No,0,Porcentaje de mi sueldo,Full-Time,22,Bruto,2,1,No,No recibo bono,Dos,33,201-500,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,8,5,PM,Sí,2,"Linux, Amazon Web Services, Azure",,,,,No,0,Porcentaje de mi sueldo,Freelance,5000,Neto,2,1,No,No recibo bono,Uno,35,11-50,No,No cambié de empresa,WFH (Trabajar desde casa)
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,5,2,PM,No,0,"Linux, Windows, Amazon Web Services, Docker / Containers",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Part-Time,10700,Neto,1,1,No,No recibo bono,Uno,18,201-500,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3,1,PM,Sí,2,"Linux, Windows, GLPI",,,,,No,0,Porcentaje de mi sueldo,Full-Time,13000,Bruto,2,3,No,No recibo bono,Uno,25,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,9,Menos de un año,PM,No,0,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,Freelance,15000,Bruto,2,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,7,PM,Sí,4,"Linux, Windows, VMWare",,,,,No,0,Neto,Full-Time,15000,Neto,1,1,No,No recibo bono,Uno,27,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,2,2,PM,Sí,4,Windows,,,,,No,0,Bruto,Full-Time,15500,Neto,1,2,No,No recibo bono,Uno,7,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos, Descuentos en gimnasios"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,5,2,PM,No,0,"Windows, SQL Server",,,,,"Sí, activa",900,Neto,Full-Time,16400,Neto,2,2,No,No recibo bono,Dos,35,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,9,5,PM,Sí,6,Linux,,,,,No,0,Neto,Full-Time,16500,Neto,2,2,De uno a tres sueldos,Performance de la compañía,No,0,1-10,No,No cambié de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8,6,PM,No,0,"AIX, Linux, Windows, VMWare",,,,,No,0,Bruto,Full-Time,17000,Neto,1,1,Menos de un sueldo,Mix de las anteriores,Dos,21,1001+,No,No cambié de empresa,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5,1,PM,No,0,SAP,,,,,No,0,Porcentaje de mi sueldo,Full-Time,17000,Neto,1,2,No,No recibo bono,Uno,6,11-50,Sí,Desafíos profesionales,Vacaciones flexibles (adicionales a las reglamentarias)
Mujer,34 - 36,Ciudad Autónoma de Buenos Aires,9,2,PM,Sí,3,"Windows, SAP",,,,,No,0,Neto,Full-Time,17500,Neto,1,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,7,1,PM,No,0,"Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,Full-Time,18000,Neto,2,1,No,No recibo bono,No,0,201-500,No,No cambié de empresa,"Abono de celular y/o Internet, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,5,PM,No,0,Windows,,,,,No,0,Bruto,Full-Time,19000,Neto,2,2,Menos de un sueldo,Performance de la compañía,Dos,30,101-200,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,4,1,PM,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,Full-Time,19000,Neto,2,3,No,No recibo bono,No,0,101-200,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,2,Menos de un año,PM,No,0,"Windows, Amazon Web Services",,,,,No,0,Porcentaje de mi sueldo,Full-Time,20000,Neto,3,2,Menos de un sueldo,Performance individual,Uno,20,51-100,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,5,5,PM,No,0,"HP-UX, Linux, Windows, VMWare",,,,,"Sí, activa",10,Porcentaje de mi sueldo,Full-Time,20000,Bruto,2,1,Un sueldo,Mix de las anteriores,Dos,25,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,3,PM,No,0,"Linux, Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,Full-Time,21000,Neto,1,1,No,No recibo bono,Dos,23,1001+,No,No cambié de empresa,"Capacitaciones y/o cursos, Horarios flexibles"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,10+,2,PM,No,0,Windows,,,,,"Sí, activa",125,Bruto,Full-Time,21000,Bruto,1,1,No,Performance individual,No,0,51-100,No,No cambié de empresa,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Mujer,31 - 33,Ciudad Autónoma de Buenos Aires,8,2,PM,No,0,Ninguna ,,,,,No,0,Bruto,Full-Time,22000,Neto,2,1,Menos de un sueldo,Performance individual,Dos,25,1001+,No,No cambié de empresa,Ninguna de las anteriores
Mujer,34 - 36,Ciudad Autónoma de Buenos Aires,5,2,PM,No,0,storage,,,,,No,0,Bruto,Full-Time,23000,Bruto,1,2,Menos de un sueldo,Performance individual,No,0,201-500,No,No cambié de empresa,"Abono de celular y/o Internet, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,1,PM,No,0,"Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),24000,Neto,3,2,No,No recibo bono,No,15,501-1000,No,No cambié de empresa,Ninguna de las anteriores
Mujer,41 - 45,Ciudad Autónoma de Buenos Aires,10+,7,PM,Sí,2,Windows,,,,,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),24000,Neto,3,1,No,No recibo bono,Dos,18,201-500,No,No cambié de empresa,"Abono de celular y/o Internet, Horarios flexibles, WFH (Trabajar desde casa)"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,7,1,PM,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,Full-Time,24000,Neto,3,3,No,No recibo bono,No,0,1001+,No,No cambié de empresa,"Clases de idiomas, Horarios flexibles, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,5,PM,Sí,3,Windows,,,,,No,0,Porcentaje de mi sueldo,Full-Time,25000,Bruto,2,1,De uno a tres sueldos,Mix de las anteriores,Uno,29,1001+,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,3,PM,Sí,2,"Linux, Windows, Amazon Web Services, Azure, VMWare",,,,,No,0,Neto,Full-Time,25000,Neto,4,3,De uno a tres sueldos,Mix de las anteriores,Más de dos,25,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Guardería, Horarios flexibles, Laptop, Masajes, Playroom, Stock options, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3,Menos de un año,PM,No,0,0,,,,,No,0,Neto,Freelance,25000,Neto,2,3,No,No recibo bono,No,0,11-50,Sí,Despido,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,10+,PM,Sí,1,"Linux, Windows",,,,,"Sí, pasiva",0,Neto,Full-Time,25000,Neto,2,2,Un sueldo,Performance de la compañía,Dos,15,51-100,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,7,2,PM,Sí,6,"Linux, Windows, Amazon Web Services, Docker / Containers",,,,,No,0,Porcentaje de mi sueldo,Full-Time,25700,Neto,2,2,De uno a tres sueldos,Performance de la compañía,Dos,40,51-100,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,6,PM,Sí,2,Windows,,,,,No,0,Neto,Full-Time,26000,Neto,2,2,No,Performance individual,Uno,15,11-50,No,No cambié de empresa,Bonos por desempeño
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,6,3,PM,Sí,5,"Windows, Azure",,,,,No,0,Porcentaje de mi sueldo,Full-Time,26700,Neto,2,2,Menos de un sueldo,Performance individual,Dos,20,51-100,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Viajes al exterior"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,6,Menos de un año,PM,Sí,15,"Windows, Amazon Web Services, Azure, Docker / Containers",,,,,No,0,Porcentaje de mi sueldo,Full-Time,27000,Bruto,2,2,Un sueldo,Mix de las anteriores,No,0,501-1000,No,No cambié de empresa,"Abono de celular y/o Internet, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,3,PM,Sí,12,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,Full-Time,27000,Neto,3,3,No,No recibo bono,Dos,25,51-100,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,10+,PM,No,0,pm,,,,,No,0,Bruto,Full-Time,27000,Bruto,2,2,No,Performance individual,Dos,20,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Horarios flexibles, Laptop, Sueldo divido en dos pagos por mes, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,4,PM,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,Full-Time,27300,Bruto,1,2,Menos de un sueldo,Mix de las anteriores,No,0,1001+,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Horarios flexibles, Laptop, Stock options, Sueldo divido en dos pagos por mes, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,7,PM,Sí,7,Linux,,,,,No,0,Porcentaje de mi sueldo,Full-Time,27500,Neto,2,3,No,No recibo bono,Dos,38,11-50,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,9,3,PM,No,0,Ninguno,,,,,No,0,Porcentaje de mi sueldo,Full-Time,27500,Bruto,3,3,Un sueldo,Mix de las anteriores,Dos,35,1001+,No,No cambié de empresa,"Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Mujer,41 - 45,Ciudad Autónoma de Buenos Aires,10+,2,PM,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,Full-Time,27760,Bruto,2,2,No,No recibo bono,No,0,101-200,No,No cambié de empresa,WFH (Trabajar desde casa)
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,4,PM,No,0,"Windows, VMWare",,,,,No,27000,Bruto,Full-Time,28000,Bruto,2,2,Un sueldo,Performance grupal,Dos,15,101-200,No,Mayor comodidad,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas"
Mujer,46 - 49,Ciudad Autónoma de Buenos Aires,10+,10+,PM,Sí,4,"Linux, Solaris, Windows, VMWare",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,29000,Neto,3,3,No,No recibo bono,Dos,15,1-10,No,No cambié de empresa,"Abono de celular y/o Internet, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,PM,Sí,10,Windows,,,,,No,0,Neto,Full-Time,29000,Neto,2,2,No,No recibo bono,No,0,11-50,Sí,Desafíos profesionales,Ninguna de las anteriores
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,4,PM,Sí,4,Linux,,,,,No,0,Bruto,Part-Time,29260,Bruto,3,2,No,No recibo bono,Uno,21,1001+,No,No cambié de empresa,Horarios flexibles
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,8,PM,Sí,2,sap,,,,,"Sí, pasiva",0,Bruto,Full-Time,30000,Bruto,1,2,No,No recibo bono,Dos,25,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Cuota para universidad, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Viajes al exterior"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,6,Menos de un año,PM,No,0,"Windows, VMWare",,,,,No,0,Bruto,Full-Time,30000,Bruto,3,3,Menos de un sueldo,Performance individual,No,0,11-50,Sí,Desafíos profesionales,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
