Soy,Tengo,Argentina,Años de experiencia,Años en el puesto actual,Trabajo de,Gente a cargo?,Cuánta?,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),Bruto o neto?,Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a Julio 2016,Recibís algún tipo de bono,A qué está atado el bono,Tuviste ajustes por inflación en 2016?,De qué % fue el ajuste?,Cantidad de empleados,Cambiaste de empresa en los últimos 6 meses?,Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Developer,No,0,"*BSD, Linux, Amazon Web Services, Docker / Containers",,,,,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),50000,Neto,3,4,No,No recibo bono,Uno,30,1001+,Sí,Salario,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Developer,No,0,"Linux, Windows, Amazon Web Services, OpenStack, VMWare",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Freelance,50000,Neto,3,3,No,No recibo bono,Uno,0,11-50,Sí,Desafíos profesionales,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Snacks, golosinas, bebidas, Stock options, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,1,Developer,No,0,"Linux, OpenStack",,,,,No,0,Bruto,Full-Time,50000,Bruto,3,2,No,No recibo bono,Dos,32,501-1000,No,No cambié de empresa,"Aumento por inflación, Descuentos en gimnasios, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,6,Developer,Sí,9,"Windows, Amazon Web Services, Azure, Docker / Containers",,,,,No,0,Neto,Full-Time,50000,Bruto,3,3,3+ sueldos,Mix de las anteriores,Dos,40,201-500,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Descuentos en gimnasios, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,2,Developer,Sí,6,"Windows, Azure, C# AngularJs MVC WebApi WCF",,,,,"Sí, pasiva",0,Bruto,Full-Time,50000,Bruto,3,2,No,No recibo bono,Dos,34,1001+,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,7,3,Developer,Sí,6,Linux,,,,,No,0,Neto,Full-Time,50000,Bruto,3,1,No,No recibo bono,Uno,15,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Stock options, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,8,Developer,Sí,2,"Linux, Windows, Amazon Web Services, Azure",,,,,No,0,Porcentaje de mi sueldo,Full-Time,50000,Neto,4,4,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,6,Menos de un año,Developer,No,0,Linux,,,,,No,0,Bruto,Full-Time,50000,Neto,4,4,3+ sueldos,Mix de las anteriores,Dos,31,501-1000,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Mujer,31 - 33,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Developer,No,0,Linux,,,,,No,0,Bruto,Full-Time,51000,Bruto,4,3,De uno a tres sueldos,Mix de las anteriores,Uno,20,51-100,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,2,Developer,No,0,"Linux, Windows, Amazon Web Services",,,,,No,0,Porcentaje de mi sueldo,Full-Time,51000,Bruto,3,3,No,No recibo bono,Dos,30,11-50,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,8,2,Developer,No,0,Linux,,,,,No,0,Porcentaje de mi sueldo,Full-Time,51800,Bruto,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,30,1001+,No,No cambié de empresa,"Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,3,Developer,Sí,2,Mobile,,,,,No,0,Porcentaje de mi sueldo,Full-Time,52000,Bruto,3,3,Menos de un sueldo,Performance de la compañía,Dos,30,11-50,No,No cambié de empresa,"Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,7,1,Developer,Sí,2,"Linux, Windows, Docker / Containers",,,,,No,0,Bruto,Full-Time,53000,Neto,3,2,No,No recibo bono,Dos,40,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,10+,Developer,No,0,"Linux, Windows, Amazon Web Services, .Net",,,,,No,0,Bruto,Part-Time,55000,Neto,3,1,Menos de un sueldo,no está atado,Uno,40,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,2,Developer,No,0,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,Freelance,55000,Neto,4,4,No,No recibo bono,Uno,36,1-10,No,No cambié de empresa,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,5,Developer,No,0,"Linux, Amazon Web Services, Docker / Containers",,,,,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),56000,Bruto,3,2,No,No recibo bono,No,0,51-100,No,No cambié de empresa,"Capacitaciones y/o cursos, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,7,Menos de un año,Developer,No,0,iOS,,,,,No,0,Bruto,Full-Time,56000,Bruto,4,3,De uno a tres sueldos,Mix de las anteriores,Dos,40,1001+,Sí,Desafíos profesionales,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,6,3,Developer,Sí,1,Docker / Containers,,,,,No,0,Porcentaje de mi sueldo,Full-Time,56400,Bruto,4,4,Menos de un sueldo,Performance de la compañía,No,0,51-100,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Horarios flexibles, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,21 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Developer,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,Part-Time,57000,Neto,1,1,No,No,Dos,45,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,4,Developer,No,0,Linux,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,57000,Bruto,3,3,No,No recibo bono,Dos,37,51-100,No,No cambié de empresa,"Horarios flexibles, WFH (Trabajar desde casa)"
Mujer,37 - 40,Ciudad Autónoma de Buenos Aires,10+,2,Developer,No,0,"Amazon Web Services, Docker / Containers, VMWare",,,,,No,0,Porcentaje de mi sueldo,Full-Time,57000,Bruto,4,3,Menos de un sueldo,Performance individual,Dos,30,51-100,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,2,Developer,No,0,"Linux, Docker / Containers, Mac os",,,,,No,0,Porcentaje de mi sueldo,Full-Time,58000,Bruto,3,3,No,No recibo bono,No,0,101-200,No,No cambié de empresa,"Comidas pagas/subvencionadas, Laptop, Snacks, golosinas, bebidas, Stock options, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa), Cochera"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,5,Developer,No,0,"Linux, Amazon Web Services, Docker / Containers, VMWare",,,,,No,0,Bruto,Full-Time,60000,Bruto,4,4,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Developer,No,0,"Linux, Amazon Web Services, Docker / Containers",,,,,No,0,Porcentaje de mi sueldo,Full-Time,60000,Bruto,4,4,De uno a tres sueldos,Performance individual,Dos,20,201-500,Sí,Salario,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,1,Developer,Sí,2,"Linux, Azure, Docker / Containers, Ansible, Jenkins",,,,,"Sí, pasiva",0,Neto,Full-Time,60000,Neto,3,3,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,3,Developer,Sí,3,"Linux, Docker / Containers",,,,,"Sí, pasiva",0,Bruto,Full-Time,60000,Neto,4,3,No,No recibo bono,Dos,22,51-100,No,No cambié de empresa,"Aumento por inflación, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,1,Developer,No,0,iOS ,,,,,No,0,Bruto,Full-Time,60000,Bruto,3,2,De uno a tres sueldos,Performance individual,Uno,30,1001+,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Playroom"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,4,Developer,Sí,4,"Linux, Windows, Amazon Web Services",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Freelance,60000,Neto,2,2,No,No recibo bono,Dos,32,11-50,No,No cambié de empresa,"Aumento por inflación, Comidas pagas/subvencionadas, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,6,Developer,Sí,7,"Linux, Amazon Web Services, Docker / Containers",,,,,No,0,Bruto,Full-Time,63000,Bruto,3,2,No,No recibo bono,Uno,42,101-200,No,No cambié de empresa,"Aumento por inflación, Descuentos en gimnasios, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Developer,No,0,Linux,,,,,No,0,Neto,Remoto (empresa de otro país),64000,Bruto,3,2,No,No recibo bono,No,0,501-1000,No,No cambié de empresa,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Developer,No,0,"Linux, Amazon Web Services, Docker / Containers",,,,,No,0,Porcentaje de mi sueldo,Full-Time,68900,Bruto,4,3,No,No recibo bono,Dos,12,201-500,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Mujer,31 - 33,Ciudad Autónoma de Buenos Aires,10+,2,Developer,No,0,"Linux, Docker / Containers",,,,,No,0,Porcentaje de mi sueldo,Full-Time,69210,Bruto,3,2,No,No recibo bono,Dos,35.7,201-500,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,9,2,Developer,No,0,"Linux, Amazon Web Services, OpenStack",,,,,"Sí, pasiva",0,Neto,Full-Time,70000,Bruto,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,50,501-1000,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,9,1,Developer,No,0,"Linux, Amazon Web Services, Docker / Containers",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,70000,Bruto,3,2,No,No recibo bono,Dos,20,51-100,No,No cambié de empresa,"Aumento por inflación, Laptop, Stock options, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5,5,Developer,Sí,1,"Windows, Amazon Web Services, Azure",,,,,No,0,Bruto,Full-Time,70000,Bruto,4,4,No,No recibo bono,Más de dos,40,11-50,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,5,Developer,No,0,"Linux, Windows, VMWare",,,,,"Sí, pasiva",0,Bruto,Full-Time,70000,Bruto,3,3,No,No recibo bono,Uno,30,1001+,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Sueldo divido en dos pagos por mes"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8,Menos de un año,Developer,No,0,"Linux, Windows, Amazon Web Services, Azure, VMWare",,,,,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),70627,Neto,4,4,No,Mix de las anteriores,No,0,1-10,Sí,Desafíos profesionales,"Capacitaciones y/o cursos, Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,4,Menos de un año,Developer,No,0,Angular,,,,,No,9,Bruto,Full-Time,72000,Bruto,3,4,No,No recibo bono,Dos,30,1001+,Sí,Salario,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,10+,Developer,Sí,8,"Linux, Windows, Docker / Containers",,,,,"Sí, pasiva",5000,Bruto,Full-Time,73000,Bruto,3,3,No,No recibo bono,Dos,27,1001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Comidas pagas/subvencionadas, Horarios flexibles, Laptop"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Developer,No,0,NodeJS,,,,,No,0,Porcentaje de mi sueldo,Full-Time,80000,Bruto,4,4,No,No recibo bono,Dos,100,51-100,Sí,Salario,"Clases de idiomas, Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, Stock options, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,3,Developer,No,0,"Linux, Windows, Amazon Web Services, Azure",,,,,No,0,Bruto,Freelance,80000,Bruto,4,2,No,No recibo bono,No,0,1-10,Sí,Desafíos profesionales,WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,9,Menos de un año,Developer,No,0,macOS,,,,,No,0,Bruto,Full-Time,80000,Bruto,3,3,No,No recibo bono,Uno,12,201-500,No,No cambié de empresa,"Aumento por inflación, Descuentos en gimnasios, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Developer,Sí,3,"Linux, Amazon Web Services, Docker / Containers",,,,,No,0,Neto,Full-Time,80000,Neto,4,4,Un sueldo,Performance de la compañía,Uno,15,51-100,No,Desafíos profesionales,"Bonos por desempeño, Capacitaciones y/o cursos, Laptop, Stock options, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Developer,Sí,13,"Linux, Amazon Web Services, Docker / Containers",,,,,No,0,Bruto,Full-Time,88000,Bruto,3,3,No,No recibo bono,Uno,17,501-1000,Sí,Cierre,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,10+,Developer,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),89000,Bruto,3,3,No,No recibo bono,No,0,11-50,Sí,Salario,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,8 - 10,1 - 2,Developer,No,0,Linux,,,,,No,0,Bruto,Full-Time,100000,Bruto,3,3,No,No recibo bono,Dos,20,51-100,No,Salario,WFH (Trabajar desde casa)
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,3,Developer,No,0,"Linux, Amazon Web Services, Docker / Containers, VMWare",,,,,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),104000,Bruto,4,4,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Laptop, Stock options, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Developer,No,0,Linux,,,,,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),112000,Bruto,4,4,No,No recibo bono,Más de dos,0,201-500,Sí,Salario,"Horarios flexibles, Laptop, Stock options, Sueldo divido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Developer,No,0,Linux,,,,,No,0,Bruto,Tercerizado (trabajo a través de consultora o agencia),120000,Neto,4,4,No,No recibo bono,No,0,1-10,Sí,Termino contrato con anterior,WFH (Trabajar desde casa)
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Developer,No,0,"Linux, Amazon Web Services, Git, Heroku",,,,,No,0,Neto,Full-Time,132000,Bruto,3,4,No,Performance de la compañía,No,0,1-10,Sí,Desafíos profesionales,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5,5,Developer,No,0,Docker / Containers,,,,,No,0,Porcentaje de mi sueldo,Full-Time,140000,Neto,4,4,No,No recibo bono,No,0,51-100,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5,1,DevOps + Developer,No,0,"Linux, Amazon Web Services, Docker / Containers",,,,,No,0,Neto,Freelance,30000,Bruto,2,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Horarios flexibles, Playroom, Snacks, golosinas, bebidas, Stock options, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,1,Director IT,Sí,20,"Linux, Windows, Amazon Web Services, Docker / Containers, VMWare",,,,,No,52000,Bruto,Full-Time,52000,Bruto,3,3,No,No recibo bono,Uno,30,51-100,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Viajes al exterior"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,6,6,Diseñador Gráfico ,No,0,"Windows, Mac",,,,,No,0,Neto,Full-Time,13,Neto,2,2,No,No recibo bono,No,0,1-10,Sí,Desafíos profesionales,ningún 
Mujer,24 - 26,Ciudad Autónoma de Buenos Aires,3,1,Docente,No,0,Ninguno,,,,,No,0,Porcentaje de mi sueldo,Part-Time,5000,Neto,2,1,No,No recibo bono,Dos,18,11-50,No,No cambié de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Mujer,24 - 26,Ciudad Autónoma de Buenos Aires,3,Menos de un año,Ejecutiva de cuentas ,Sí,1,Windows,,,,,"Sí, activa",0,Porcentaje de mi sueldo,Full-Time,13000,Neto,2,1,No,No recibo bono,Uno,30,51-100,No,No cambié de empresa,"Abono de celular y/o Internet, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,9,4,Electronica,No,0,Windows,,,,,"Sí, pasiva",0,Neto,Full-Time,20000,Neto,2,2,No,No recibo bono,Dos,20,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,7,4,Electronico,No,0,Electronico,,,,,No,0,Porcentaje de mi sueldo,Full-Time,23000,Neto,2,2,No,No recibo bono,Uno,20,51-100,No,No cambié de empresa,Ninguna de las anteriores
Mujer,24 - 26,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,email marketing,No,0,"Windows, javascript php dreamweaver photoshop html css bootstrap",,,,,No,0,Bruto,Full-Time,12000,Neto,2,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5,5,Empleado estado ,No,0,Windows,,,,,"Sí, activa",0,Bruto,Full-Time,19000,Neto,3,2,No,No recibo bono,No,0,1001+,No,No cambié de empresa,Ninguna de las anteriores
Mujer,24 - 26,Ciudad Autónoma de Buenos Aires,9,Menos de un año,ENCARGADA DE LOCAL,No,0,Windows,,,,,No,0,Neto,Full-Time,9000,Neto,2,2,Menos de un sueldo,Performance individual,Uno,1,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,9,8,Encargado de sistemas,Sí,4,Windows,,,,,"Sí, pasiva",0,Neto,Full-Time,18,Neto,1,1,No,No recibo bono,Dos,15,101-200,No,No cambié de empresa,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,2,1,ERP Consultant,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,Full-Time,12300,Neto,1,1,No,No recibo bono,Uno,15,1001+,No,No cambié de empresa,"Aumento por inflación, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,10+,Especialista en infraestructura no TI de Data Center,Sí,3,Ninguna,,,,,No,0,Bruto,Full-Time,56000,Bruto,2,2,Un sueldo,Performance individual,Dos,17,1001+,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Horarios flexibles, Sueldo divido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,8,Especialista Técnico,No,0,"AIX, Linux, VMWare, z/VM",,,,,No,0,Neto,Full-Time,29000,Neto,2,1,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, Laptop"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,2,2,Field Support,No,0,"Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,Full-Time,11000,Neto,2,1,No,No recibo bono,Uno,30,201-500,No,No cambié de empresa,"Descuentos en gimnasios, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5,1,Field Support,No,0,Windows,,,,,No,0,Bruto,Tercerizado (trabajo a través de consultora o agencia),13000,Bruto,1,1,No,No recibo bono,Dos,29,201-500,No,No cambié de empresa,"Aumento por inflación, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,3,Menos de un año,Field support,No,0,"Linux, Windows, Amazon Web Services, Azure, VMWare",,,,,"Sí, pasiva",0,Bruto,Full-Time,15000,Neto,2,1,No,No recibo bono,Uno,6,1001+,No,No cambié de empresa,"Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,10+,"Freelance, dev sysadmin, devops.",No,0,"Linux, Amazon Web Services, Docker / Containers, OpenStack",,,,,"Sí, pasiva",0,Neto,Freelance,15000,Neto,1,1,No,No recibo bono,Dos,25,1-10,No,No cambié de empresa,"Horarios flexibles, WFH (Trabajar desde casa)"
Mujer,34 - 36,Ciudad Autónoma de Buenos Aires,6,Menos de un año,Front End Developer,No,0,Windows,,,,,No,0,Neto,Remoto (empresa de otro país),30000,Neto,4,4,No,No recibo bono,No,0,101-200,Sí,Mayor comodidad,"Capacitaciones y/o cursos, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,9,funacional,Sí,5,"AIX, HP-UX, Linux, Solaris, VMWare",,,,,No,0,Porcentaje de mi sueldo,Part-Time,25000,Bruto,1,1,No,No recibo bono,Uno,25,201-500,No,edad,Ninguna de las anteriores
