Timestamp,Tengo,Trabajo en,Años de experiencia,Años en el puesto actual,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Tenés guardias ?,Cuánto te pagan por guardia (AR$),Salario bruto mensual (AR$),Cómo creés que está tu sueldo,Beneficios
11/28/2014 23:12:27,33 - 35,Ciudad Autónoma de Buenos Aires,10+,2 - 4,Otro,,,,No,,14500,2,Ninguna de las anteriores
11/28/2014 23:22:08,27 - 30,Río Negro,7 - 10,2 - 4,PM,,,,No,,26000,3,"Horarios flexibles, Laptop, Viajes, WFH (Trabajar desde casa)"
11/28/2014 23:26:00,25 - 27,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 4,SysAdmin,Windows,,,No,,12000,2,"Laptop, WFH (Trabajar desde casa)"
11/28/2014 23:48:01,25 - 27,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,Developer,,COBOL,,No,0,11000,3,Capacitaciones y/o cursos
11/29/2014 0:07:46,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,DevOps,"Linux, Windows, """"""Cloud""""""",,,No,,12000,3,Horarios flexibles
11/29/2014 0:26:09,40 - 45,Ciudad Autónoma de Buenos Aires,10+,10+,Developer,,".NET, ActionScript, C, C++, C#, HTML, Java, jQuery, NodeJS, PHP, Python",,No,,27000,3,Ninguna de las anteriores
11/29/2014 0:26:57,20 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Developer,,COBOL,,No,,8666,4,"Capacitaciones y/o cursos, Clases de idiomas, Laptop"
11/29/2014 0:38:34,30 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 4,Networking,,,,No,,9500,2,Horarios flexibles
11/29/2014 1:41:22,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,Menos de un año,Developer,,"Java, Python",,No,,18000,4,"Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Playroom, Viajes, WFH (Trabajar desde casa)"
11/29/2014 1:45:49,20 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,HelpDesk,,,,No,,7500,5,Ninguna de las anteriores
11/29/2014 1:52:41,33 - 35,Buenos Aires,7 - 10,1 - 2,PM,,,,No,,28000,4,"Capacitaciones y/o cursos, Horarios flexibles, Viajes, WFH (Trabajar desde casa)"
11/29/2014 2:27:56,30 - 33,Santa Fe,5 - 7,2 - 4,DevOps,"Linux, """"""Cloud""""""",,,No,,19000,3,"Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc"
11/29/2014 2:29:33,23 - 25,Ciudad Autónoma de Buenos Aires,1 - 3,1 - 2,SysAdmin,"Linux, """"""Cloud""""""",,,No,,11000,3,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas"
11/29/2014 2:48:45,27 - 30,Buenos Aires,5 - 7,4 -6,Otro,,,,No,,6000,3,Laptop
11/29/2014 7:48:18,33 - 35,Ciudad Autónoma de Buenos Aires,10+,10+,Developer,,VB *,,No,,17000,4,Capacitaciones y/o cursos
11/29/2014 7:50:57,23 - 25,Ciudad Autónoma de Buenos Aires,1 - 3,1 - 2,Developer,,Progress,,No,,11040,3,Clases de idiomas
11/29/2014 8:44:49,27 - 30,Córdoba,1 - 3,Menos de un año,Developer,,".NET, C, C++, C#, CSS, HTML, Java, jQuery, PHP, Ruby",,No,,6000,1,Capacitaciones y/o cursos
11/29/2014 8:55:04,23 - 25,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,Developer,,"CSS, HTML, jQuery, PHP",,No,,13000,3,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
11/29/2014 9:04:30,20 - 23,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,QA / Tester,,,,No,,8500,2,"Clases de idiomas, Horarios flexibles, WFH (Trabajar desde casa)"
11/29/2014 9:25:03,45 - 50,Ciudad Autónoma de Buenos Aires,10+,2 - 4,HelpDesk,,,,No,,15000,2,Horarios flexibles
11/29/2014 10:00:57,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,2 - 4,Developer,,"HTML, jQuery, PHP, Javascript",,No,,23500,4,"Capacitaciones y/o cursos, Clases de idiomas, Laptop, Viajes, WFH (Trabajar desde casa)"
11/29/2014 10:52:39,30 - 33,Ciudad Autónoma de Buenos Aires,10+,2 - 4,Otro,,,,No,,14000,2,"Horarios flexibles, Laptop, Stock options, WFH (Trabajar desde casa)"
11/29/2014 11:26:29,20 - 23,Buenos Aires,3 - 5,1 - 2,Developer,,".NET, C++, C#, CSS, HTML, Java, jQuery",,No,0,4500,1,Ninguna de las anteriores
11/29/2014 11:45:21,30 - 33,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Otro,,,,"Sí, pasiva",3000,15500,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/29/2014 12:12:10,33 - 35,Ciudad Autónoma de Buenos Aires,10+,1 - 2,Otro,,,,No,,37000,4,"Abono de celular y/o Internet, Laptop, Viajes"
11/29/2014 12:47:56,23 - 25,Ciudad Autónoma de Buenos Aires,1 - 3,1 - 2,HelpDesk,,,,No,,7500,2,"Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
11/29/2014 12:55:26,23 - 25,Buenos Aires,Menos de un año,Menos de un año,Developer,,"CSS, HTML, Java, jQuery, AngularJS",,No,,8000,2,"Clases de idiomas, Horarios flexibles, Gimnasio"
11/29/2014 13:51:52,40 - 45,Ciudad Autónoma de Buenos Aires,10+,2 - 4,PM,,,,No,,30000,1,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/29/2014 13:54:17,25 - 27,Ciudad Autónoma de Buenos Aires,7 - 10,4 -6,Developer,,".NET, C++, C#",,"Sí, pasiva",0,22000,2,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Playroom, WFH (Trabajar desde casa)"
11/29/2014 14:08:59,25 - 27,Ciudad Autónoma de Buenos Aires,5 - 7,Menos de un año,Developer,,"CSS, HTML, NodeJS, javascript",,No,,17000,3,"Snacks, golosinas, bebidas, etc, Horarios flexibles"
11/29/2014 14:24:42,27 - 30,Ciudad Autónoma de Buenos Aires,1 - 3,1 - 2,Developer,,"C#, CSS, HTML, jQuery, NodeJS, PHP",,No,,8000,4,"Horarios flexibles, Laptop, Playroom"
11/29/2014 15:03:06,20 - 23,Santa Fe,Menos de un año,Menos de un año,Developer,,"CSS, HTML, jQuery, PHP, Python, Javascript",,No,,2800,3,Ninguna de las anteriores
11/29/2014 15:15:10,30 - 33,Córdoba,5 - 7,4 -6,SysAdmin,"Linux, Windows",,,"Sí, pasiva",,15000,3,"Clases de idiomas, Comidas pagas/subvencionadas, Laptop"
11/29/2014 15:48:38,20 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Developer,,Objective-C,,No,,8000,3,"Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Playroom"
11/29/2014 15:53:23,23 - 25,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,SysAdmin,"Linux, """"""Cloud""""""",,,No,,13500,3,"Capacitaciones y/o cursos, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/29/2014 15:55:28,30 - 33,Santa Cruz,10+,4 -6,SysAdmin,"Windows, """"""Cloud"""""", Mikrotik, Ubiquiti",,,No,,13500,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Viajes"
11/29/2014 16:03:38,30 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 4,DevOps,"Linux, Windows, """"""Cloud""""""",,,No,,13000,3,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, WFH (Trabajar desde casa)"
11/29/2014 16:14:43,20 - 23,Santa Fe,Menos de un año,Menos de un año,Developer,,.NET,,No,,6000,1,Playroom
11/29/2014 16:26:36,23 - 25,Córdoba,3 - 5,2 - 4,Otro,,,,"Sí, pasiva",500,13500,1,"Clases de idiomas, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, WFH (Trabajar desde casa)"
11/29/2014 16:28:51,23 - 25,Ciudad Autónoma de Buenos Aires,5 - 7,1 - 2,SysAdmin,"*BSD, Linux, Windows",,,"Sí, pasiva",0,12000,4,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, WFH (Trabajar desde casa)"
11/29/2014 16:36:35,30 - 33,Santa Fe,7 - 10,4 -6,Developer,,"CSS, HTML, jQuery, PHP, Progress",,No,,11800,4,"Snacks, golosinas, bebidas, etc, Horarios flexibles, WFH (Trabajar desde casa)"
11/29/2014 16:37:02,27 - 30,Buenos Aires,1 - 3,1 - 2,HelpDesk,,,,No,,11000,4,Ninguna de las anteriores
11/29/2014 16:57:20,25 - 27,Río Negro,10+,4 -6,Developer,,"CSS, HTML, jQuery, NodeJS, PHP, Python, VB *",,No,,10000,2,"Horarios flexibles, WFH (Trabajar desde casa), Puedo elegir cuándo tomarme las vacaciones que me corresponden"
11/29/2014 17:02:09,30 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,1 - 2,QA / Tester,,,,No,0,8500,3,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, WFH (Trabajar desde casa)"
11/29/2014 17:15:15,25 - 27,Tucumán,1 - 3,2 - 4,Developer,,".NET, C, C++, C#, Java, PHP, Python, VB *",,No,,9567,5,"Capacitaciones y/o cursos, Playroom"
11/29/2014 17:29:00,20 - 23,Buenos Aires,1 - 3,1 - 2,Developer,,"C, Python",,No,,12000,4,"Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, WFH (Trabajar desde casa)"
11/29/2014 17:44:24,35 - 40,Río Negro,10+,6 - 10,SysAdmin,"Linux, Windows, cisco",,,No,,15000,3,Laptop
11/29/2014 17:44:47,27 - 30,Buenos Aires,5 - 7,1 - 2,Developer,,"C++, CSS, HTML, jQuery, PHP, Python",,No,,7000,1,Horarios flexibles
11/29/2014 18:35:01,25 - 27,Buenos Aires,5 - 7,4 -6,Otro,,,,No,,40000,3,Ninguna de las anteriores
11/29/2014 18:50:31,33 - 35,Mendoza,5 - 7,6 - 10,Otro,,,,No,,14500,3,Ninguna de las anteriores
11/29/2014 18:50:56,35 - 40,Río Negro,10+,4 -6,Otro,,,,"Sí, activa",800,21000,4,Ninguna de las anteriores
11/29/2014 19:16:39,35 - 40,Ciudad Autónoma de Buenos Aires,10+,4 -6,SysAdmin,"Linux, Windows, """"""Cloud""""""",,,"Sí, activa",300,13000,3,"Abono de celular y/o Internet, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/29/2014 20:36:36,33 - 35,Ciudad Autónoma de Buenos Aires,10+,10+,Otro,,,,"Sí, pasiva",0,54000,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Viajes"
11/29/2014 20:37:02,27 - 30,Buenos Aires,3 - 5,4 -6,SysAdmin,"AIX, Linux, Solaris",,,"Sí, pasiva",1000,23000,3,"Laptop, Stock options, WFH (Trabajar desde casa)"
11/29/2014 20:39:47,30 - 33,Ciudad Autónoma de Buenos Aires,7 - 10,1 - 2,Otro,,,,No,,20,4,Ninguna de las anteriores
11/29/2014 20:48:45,30 - 33,Ciudad Autónoma de Buenos Aires,7 - 10,1 - 2,SysAdmin,"AIX, HP-UX, Linux, Solaris",,,"Sí, pasiva",500,20891,4,"Capacitaciones y/o cursos, Clases de idiomas, Snacks, golosinas, bebidas, etc, Horarios flexibles"
11/29/2014 21:02:40,30 - 33,Ciudad Autónoma de Buenos Aires,7 - 10,4 -6,Developer,,PHP,,No,,13496,2,Ninguna de las anteriores
11/29/2014 21:42:17,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,1 - 2,Developer,,"CSS, HTML, jQuery, PHP",,No,0,15500,4,"Clases de idiomas, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Playroom"
11/29/2014 22:27:35,23 - 25,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 4,DevOps,"Linux, Windows, """"""Cloud""""""",,,"Sí, pasiva",,7600,3,"Horarios flexibles, Laptop"
11/29/2014 22:33:35,20 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,HelpDesk,,,,"Sí, activa",500,7500,2,WFH (Trabajar desde casa)
11/29/2014 23:10:01,27 - 30,Santa Fe,7 - 10,2 - 4,Developer,,".NET, C#, CSS, HTML, jQuery, NodeJS",,No,,25000,4,"Capacitaciones y/o cursos, Horarios flexibles"
11/29/2014 23:58:46,23 - 25,Ciudad Autónoma de Buenos Aires,5 - 7,Menos de un año,Networking,,,,No,,19000,5,Capacitaciones y/o cursos
11/30/2014 0:01:28,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,4 -6,SysAdmin,"Linux, Windows, """"""Cloud"""""", vMWare Vsphere",,,"Sí, pasiva",500,14000,2,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/30/2014 0:32:16,25 - 27,Santa Fe,3 - 5,Menos de un año,Developer,,"HTML, Python",,No,,20000,4,"Horarios flexibles, WFH (Trabajar desde casa)"
11/30/2014 1:13:50,30 - 33,Ciudad Autónoma de Buenos Aires,7 - 10,Menos de un año,SysAdmin,"Windows, """"""Cloud""""""",,,No,,13000,3,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Osde"
11/30/2014 1:28:27,35 - 40,Buenos Aires,10+,4 -6,Developer,,".NET, C#, HTML, jQuery",,No,,16500,3,"Snacks, golosinas, bebidas, etc, Horarios flexibles"
11/30/2014 2:00:10,33 - 35,Ciudad Autónoma de Buenos Aires,10+,1 - 2,Developer,,".NET, C#, HTML, jQuery",,No,,19500,2,"Snacks, golosinas, bebidas, etc"
11/30/2014 2:24:58,27 - 30,Ciudad Autónoma de Buenos Aires,1 - 3,1 - 2,SysAdmin,"Linux, Windows",,,No,,8000,2,Laptop
11/30/2014 7:04:22,27 - 30,Buenos Aires,5 - 7,2 - 4,SysAdmin,"AIX, Linux, Solaris",,,No,,12000,2,"Laptop, WFH (Trabajar desde casa)"
11/30/2014 8:08:55,30 - 33,Santa Fe,7 - 10,1 - 2,Developer,,"PHP, Python",,No,,17000,1,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/30/2014 8:45:51,30 - 33,Ciudad Autónoma de Buenos Aires,7 - 10,2 - 4,SysAdmin,"Linux, """"""Cloud""""""",,,"Sí, pasiva",,34000,4,"Abono de celular y/o Internet, Clases de idiomas, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/30/2014 9:34:36,33 - 35,Buenos Aires,10+,4 -6,PM,,,,No,,25000,3,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop"
11/30/2014 14:20:37,30 - 33,Buenos Aires,7 - 10,4 -6,Developer,,"CSS, HTML, jQuery, PHP",,No,,26000,4,"Horarios flexibles, Viajes, WFH (Trabajar desde casa)"
11/30/2014 11:36:30,23 - 25,Buenos Aires,5 - 7,4 -6,SysAdmin,"AIX, Linux, Solaris",,,"Sí, activa",900,13800,4,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/30/2014 14:45:16,25 - 27,Buenos Aires,1 - 3,2 - 4,Developer,,"CSS, HTML, jQuery, PHP",,No,,9000,2,"Snacks, golosinas, bebidas, etc"
11/30/2014 15:41:59,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,2 - 4,Otro,,,,No,,16000,3,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Snacks, golosinas, bebidas, etc, Laptop"
11/30/2014 16:24:58,30 - 33,Córdoba,5 - 7,2 - 4,DevOps,"Linux, Python",,,No,,12500,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, WFH (Trabajar desde casa)"
11/30/2014 16:36:14,35 - 40,Buenos Aires,10+,6 - 10,SysAdmin,"AIX, Linux, Solaris",,,"Sí, activa",1500,22000,4,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
11/30/2014 17:44:13,20 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Developer,,".NET, C#",,"Sí, pasiva",7000,7000,5,Horarios flexibles
11/30/2014 20:01:10,35 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Developer,,"CSS, Go, HTML, jQuery, NodeJS, PHP",,No,,16000,3,"Horarios flexibles, WFH (Trabajar desde casa)"
11/30/2014 20:40:40,30 - 33,Santa Fe,10+,4 -6,SysAdmin,"Linux, Windows",,,No,,14000,3,"Horarios flexibles, Viajes, WFH (Trabajar desde casa)"
11/30/2014 21:53:15,30 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 4,HelpDesk,,,,"Sí, activa",1500,8500,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos"
11/30/2014 22:05:25,27 - 30,Ciudad Autónoma de Buenos Aires,7 - 10,Menos de un año,Developer,,"CSS, HTML, Java, jQuery, NodeJS, Python, R, Ruby, js",,No,,16000,1,"Horarios flexibles, WFH (Trabajar desde casa)"
11/30/2014 22:18:15,27 - 30,Buenos Aires,5 - 7,Menos de un año,Developer,,".NET, C#, VB *",,No,,19800,4,Ninguna de las anteriores
11/30/2014 23:51:56,20 - 23,Ciudad Autónoma de Buenos Aires,1 - 3,1 - 2,SysAdmin,"Linux, Windows, """"""Cloud""""""",,,"Sí, pasiva",0,8000,3,"Abono de celular y/o Internet, Horarios flexibles"
12/1/2014 9:45:55,20 - 23,Buenos Aires,3 - 5,Menos de un año,Developer,,"CSS, HTML, NodeJS, JavaScript (web)",,No,,12000,3,"Comidas pagas/subvencionadas, Horarios flexibles, WFH (Trabajar desde casa)"
12/1/2014 10:29:54,30 - 33,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,HelpDesk,,,,No,,6300,2,Ninguna de las anteriores
12/1/2014 10:59:05,27 - 30,Ciudad Autónoma de Buenos Aires,10+,1 - 2,SysAdmin,"Linux, Windows, VMWARE, Cisco, Oracle, Java",,,No,,16500,4,"Capacitaciones y/o cursos, Clases de idiomas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Stock options, Viajes"
12/1/2014 11:07:09,27 - 30,Ciudad Autónoma de Buenos Aires,10+,6 - 10,SysAdmin,"HP-UX, Linux, Windows, """"""Cloud""""""",,,"Sí, activa",0,15000,2,"Horarios flexibles, WFH una vez a la semana."
12/1/2014 11:16:44,30 - 33,Ciudad Autónoma de Buenos Aires,10+,2 - 4,SysAdmin,"Linux, Windows, """"""Cloud""""""",,,No,,10000,3,Ninguna de las anteriores
12/1/2014 11:54:37,25 - 27,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 4,Developer,,"jQuery, NodeJS",,No,,20000,3,"Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop"
12/1/2014 11:59:04,27 - 30,Santa Fe,5 - 7,2 - 4,HelpDesk,,,,"Sí, pasiva",0,15500,4,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Horarios flexibles"
12/1/2014 12:04:57,27 - 30,Santa Fe,3 - 5,2 - 4,DBA,,,"Informix, MSSQL","Sí, pasiva",0,13000,3,"Abono de celular y/o Internet, Horarios flexibles"
12/1/2014 12:14:35,30 - 33,Santa Fe,5 - 7,2 - 4,DevOps,"HP-UX, Linux, Windows",,,"Sí, activa",1600,11000,3,"Abono de celular y/o Internet, Comidas pagas/subvencionadas"
12/1/2014 14:23:55,50+,Córdoba,7 - 10,6 - 10,DevOps,"Linux, Solaris",,,"Sí, pasiva",5000,25000,2,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Playroom, Stock options, Viajes, WFH (Trabajar desde casa), Ninguna de las anteriores"
12/1/2014 14:05:36,27 - 30,Santa Fe,3 - 5,4 -6,Developer,,DataStage,,No,,10500,3,Abono de celular y/o Internet
12/1/2014 14:35:16,30 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,4 -6,Storage / Backup,,,,"Sí, activa",0,10000,3,Horarios flexibles
12/1/2014 15:39:09,25 - 27,Ciudad Autónoma de Buenos Aires,1 - 3,2 - 4,HelpDesk,,,,No,,8500,3,"Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles"
12/1/2014 18:15:58,23 - 25,Buenos Aires,1 - 3,1 - 2,SysAdmin,"Linux, Windows",,,No,0,5300,2,"Clases de idiomas, Horarios flexibles, Playroom, Café"
12/1/2014 18:47:28,23 - 25,Buenos Aires,1 - 3,1 - 2,QA / Tester,,,,No,,5700,1,Ninguna de las anteriores
12/2/2014 8:59:00,40 - 45,Chubut,10+,6 - 10,SysAdmin,"HP-UX, Linux, Windows, Oracle",,,No,,18000,2,"Abono de celular y/o Internet, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
12/2/2014 11:34:05,35 - 40,Ciudad Autónoma de Buenos Aires,10+,1 - 2,DevOps,"*BSD, Linux",,,No,,11000,3,"Clases de idiomas, Snacks, golosinas, bebidas, etc, Muy buena cobertura médica"
12/2/2014 13:27:05,35 - 40,Ciudad Autónoma de Buenos Aires,10+,10+,Developer,,"HTML, Python",,"Sí, pasiva",,15000,2,"Laptop, WFH (Trabajar desde casa)"
12/2/2014 13:34:56,27 - 30,Buenos Aires,7 - 10,1 - 2,HelpDesk,,,,"Sí, pasiva",0,9300,3,"Laptop, Stock options"
12/2/2014 13:56:31,40 - 45,Buenos Aires,10+,2 - 4,Developer,,"C#, HTML, jQuery, PHP, visual Foxpro",,"Sí, pasiva",,17000,2,"Abono de celular y/o Internet, Clases de idiomas, Laptop"
12/2/2014 14:25:09,35 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,PM,,,,No,,12200,1,Horarios flexibles
12/2/2014 14:33:13,35 - 40,Buenos Aires,10+,10+,Storage / Backup,,,,"Sí, activa",1400,29000,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Viajes, WFH (Trabajar desde casa)"
12/2/2014 14:34:27,30 - 33,Ciudad Autónoma de Buenos Aires,7 - 10,1 - 2,PM,,,,No,,25000,3,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop"
12/2/2014 14:35:00,35 - 40,Ciudad Autónoma de Buenos Aires,10+,10+,Otro,,,,No,,18000,1,Ninguna de las anteriores
12/2/2014 14:36:06,33 - 35,Ciudad Autónoma de Buenos Aires,5 - 7,2 - 4,SysAdmin,"Linux, Asterisk",,,No,0,11500,2,Ninguna de las anteriores
12/2/2014 14:36:30,30 - 33,Ciudad Autónoma de Buenos Aires,10+,1 - 2,Developer,,"HTML, Java, Ruby",,No,,15000,2,Ninguna de las anteriores
12/2/2014 14:37:41,25 - 27,Tucumán,3 - 5,1 - 2,Developer,,"CSS, HTML, Java, jQuery, NodeJS, PHP, Python",,No,0,10000,3,Ninguna de las anteriores
12/2/2014 14:40:45,25 - 27,Buenos Aires,1 - 3,Menos de un año,Developer,,"CSS, Java, jQuery",,No,,9000,2,"Clases de idiomas, Playroom"
12/2/2014 14:42:02,27 - 30,Salta,1 - 3,1 - 2,Developer,,"HTML, Java, Oracle",,No,,7500,3,Capacitaciones y/o cursos
12/2/2014 14:42:39,35 - 40,Buenos Aires,10+,2 - 4,Developer,,"HTML, Java, NodeJS, Scala",,No,,29000,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Playroom, WFH (Trabajar desde casa)"
12/2/2014 14:44:35,40 - 45,Buenos Aires,10+,2 - 4,Otro,,,,No,,20000,3,"Capacitaciones y/o cursos, Clases de idiomas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, Playroom, Viajes, WFH (Trabajar desde casa)"
12/2/2014 14:44:54,20 - 23,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Developer,,"CSS, HTML, jQuery, PHP",,No,,9000,4,"Capacitaciones y/o cursos, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
12/2/2014 14:46:29,27 - 30,Santa Fe,3 - 5,2 - 4,Networking,,,,No,,150000,3,Ninguna de las anteriores
12/2/2014 14:47:52,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,4 -6,SysAdmin,Linux,,,No,,20000,4,Horarios flexibles
12/2/2014 14:47:53,33 - 35,Ciudad Autónoma de Buenos Aires,7 - 10,4 -6,Developer,,"C, CSS, HTML, Java, jQuery, PHP, Python",,No,,12000,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Viajes"
12/2/2014 14:48:02,40 - 45,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Developer,,"ActionScript, HTML, Java, Filenet",,No,,17500,3,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
12/2/2014 14:48:32,23 - 25,Buenos Aires,1 - 3,2 - 4,SysAdmin,"Linux, Windows",,,No,,9000,3,"Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, etc, Horarios flexibles"
12/2/2014 14:48:44,25 - 27,Córdoba,3 - 5,1 - 2,Developer,,"CSS, HTML, jQuery, NodeJS, PHP",,No,,10000,4,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Viajes"
12/2/2014 14:50:04,30 - 33,Buenos Aires,10+,4 -6,Otro,,,,No,0,24000,3,"Abono de celular y/o Internet, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Playroom"
12/2/2014 14:51:00,20 - 23,Buenos Aires,3 - 5,1 - 2,Otro,,,,No,,7500,3,"Horarios flexibles, WFH (Trabajar desde casa)"
12/2/2014 14:53:48,35 - 40,Ciudad Autónoma de Buenos Aires,10+,4 -6,SysAdmin,"Windows, Exchange, Active Directory",,,No,,20586,4,"Capacitaciones y/o cursos, Clases de idiomas, Snacks, golosinas, bebidas, etc, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
12/2/2014 14:54:57,27 - 30,Buenos Aires,7 - 10,2 - 4,SysAdmin,"HP-UX, Linux, Solaris, Windows, """"""Cloud"""""", Cisco",,,"Sí, pasiva",0,14000,1,"Abono de celular y/o Internet, Comidas pagas/subvencionadas"
12/2/2014 14:58:07,40 - 45,Ciudad Autónoma de Buenos Aires,7 - 10,Menos de un año,Otro,,,,No,,24000,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
