Soy,Tengo,Argentina,Años de experiencia,Años en el puesto actual,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),Bruto o neto?,Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a Enero 2016,Recibís algún tipo de bono,A qué está atado el bono,Tuviste ajustes por inflación este año?,De qué % fue el ajuste?,Cantidad de empleados,Cambiaste de empresa en los últimos 6 meses?,Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,34 - 36,Neuquén,8 - 10,1 - 2,Project leader ,,,,,,,,,Full-Time,16000,Neto,3,3,Menos de un sueldo,Mix de las anteriores,Uno,20,1-10,No,No cambié de empresa,Bonos por desempeño;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,31 - 33,GBA,8 - 10,3 - 4,Networking,,,,,,No,0,Neto,Full-Time,19200,Neto,1,1,Menos de un sueldo,Performance individual,Uno,15,1001+,No,No cambié de empresa,"Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,8 - 10,Menos de un año,Developer,,.NET;HTML;Javascript;jQuery,,,,No,0,Bruto,Full-Time,30000,Bruto,3,3,No,No recibo bono,Uno,25,51-100,No,No cambié de empresa,Aumento por inflación;Clases de idiomas;Horarios flexibles;WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,3 - 4,Infosec,,,,,,"Sí, pasiva",0,Neto,Full-Time,21000,Bruto,2,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Abono de celular y/o Internet;Laptop;WFH (Trabajar desde casa)
Hombre,24 - 26,Santiago del Estero,1 - 2,1 - 2,Developer,,.NET;C#,,,,No,0,Bruto,Part-Time,3500,Neto,3,2,No,No recibo bono,No,0,1001+,No,No cambié de empresa,Horarios flexibles;WFH (Trabajar desde casa)
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 3,Analista funcional,,,,,,,,,Full-Time,27000,Bruto,4,5,Un sueldo,Mix de las anteriores,No,0,201-500,No,No cambié de empresa,Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8 - 10,Menos de un año,Developer,,.NET;C#;VB *,,,,No,0,Neto,Full-Time,26700,Neto,4,3,Menos de un sueldo,Performance grupal,No,0,11-50,Sí,Salario,Horarios flexibles;Ninguna de las anteriores
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,5 - 7,3 - 4,Developer,,CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Neto,Full-Time,17000,Neto,4,3,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,"Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,Responsable de Sistemas,,,,,,,,,Full-Time,25740,Bruto,3,3,No,No recibo bono,Uno,10,201-500,Sí,Desafíos profesionales,Abono de celular y/o Internet;Horarios flexibles;WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8 - 10,2 - 3,Developer,,.NET;C#;Scala;Spark,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,24500,Neto,2,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,46 - 49,Córdoba,10+,10+,SysAdmin / DevOps,Windows;VMWare,,,,,No,0,Bruto,Part-Time,25000,Neto,4,3,Un sueldo,Performance grupal,Uno,30,1001+,No,No cambié de empresa,Capacitaciones y/o cursos
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,6 - 7,DBA,,,,,MSSQL,No,0,Neto,Full-Time,39000,Bruto,4,3,No,No recibo bono,Uno,20,201-500,No,No cambié de empresa,"Aumento por inflación;Capacitaciones y/o cursos;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,Provincia de Buenos Aires,3 - 5,Menos de un año,Developer,,CSS;HTML;Javascript;jQuery;NodeJS,,,,No,0,Porcentaje de mi sueldo,Full-Time,17000,Neto,3,2,No,No recibo bono,No,0,11-50,Sí,Desafíos profesionales,WFH (Trabajar desde casa)
Hombre,27 - 30,Santa Fe,3 - 5,Menos de un año,Developer,,.NET;C#;CSS;HTML;Javascript;VB *,,,,No,0,Neto,Full-Time,22000,Neto,3,3,No,No recibo bono,Dos,25,501-1000,No,No cambié de empresa,Aumento por inflación;Clases de idiomas;Viáticos
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,Developer,,Java,,,,No,0,Porcentaje de mi sueldo,Full-Time,10933,Neto,1,1,Menos de un sueldo,Performance individual,No,0,1001+,No,No cambié de empresa,"Abono de celular y/o Internet;Bonos por desempeño;Comidas pagas/subvencionadas;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Guardería;Horarios flexibles;Laptop;Stock options"
Hombre,31 - 33,Santa Fe,8 - 10,1 - 2,SysAdmin / DevOps,Linux;Windows;AWS / Rackspace,,,,,"Sí, pasiva",10,Bruto,Full-Time,25010,Bruto,3,3,Menos de un sueldo,Performance grupal,No,0,1001+,No,No cambié de empresa,"Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Horarios flexibles;Laptop;Playroom;Snacks, golosinas, bebidas, etc;Viajes al exterior;WFH (Trabajar desde casa)"
Hombre,31 - 33,Provincia de Buenos Aires,3 - 5,Menos de un año,Developer,,CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Neto,Full-Time,11000,Neto,3,3,No,No recibo bono,Uno,12,1-10,No,No cambié de empresa,Laptop;WFH (Trabajar desde casa)
Hombre,37 - 40,Provincia de Buenos Aires,10+,10+,Networking,,,,,,"Sí, activa",1800,Bruto,Full-Time,16000,Bruto,2,2,No,No recibo bono,Uno,20,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,fabrica de pastas,,,,,,,,,Part-Time,5600,Neto,4,3,Menos de un sueldo,aguinaldo?,No,0,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 3,QA / Tester,,,Automation,"HP LoadRunner;Qtp, alm",,,,,Full-Time,11500,Neto,1,2,Menos de un sueldo,Performance individual,Dos,30,201-500,No,No cambié de empresa,Bonos por desempeño;Clases de idiomas;Laptop
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,1 - 2,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,19500,Bruto,2,2,No,No recibo bono,Uno,20,501-1000,No,despido,Laptop
Hombre,24 - 26,Santa Fe,3 - 5,3 - 4,SysAdmin / DevOps,Windows;Azure,,,,,No,0,Porcentaje de mi sueldo,Full-Time,13200,Neto,2,2,Un sueldo,Performance individual,Dos,29,1-10,No,No cambié de empresa,Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Horarios flexibles;Laptop;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,27 - 30,Provincia de Buenos Aires,5 - 7,5 - 6,Developer,,ABAP;CSS;HTML;Java;Javascript,,,,No,0,Porcentaje de mi sueldo,Full-Time,13800,Neto,1,1,Menos de un sueldo,Performance individual,Uno,27,1001+,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Stock options;Viajes al exterior;WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,Developer,,actionscript,,,,No,0,Porcentaje de mi sueldo,Full-Time,14000,Neto,3,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,27 - 30,Tierra del Fuego,5 - 7,3 - 4,HelpDesk,,,,,,No,0,Neto,Full-Time,24000,Neto,5,5,No,No recibo bono,Uno,12,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,SysAdmin / DevOps,AIX;HP-UX;Linux;Solaris;Windows,,,,,No,0,Bruto,Full-Time,26000,Bruto,4,5,De uno a tres sueldos,Mix de las anteriores,Uno,25,1001+,Sí,Salario,"Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Horarios flexibles;Laptop;Playroom;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Developer,,CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Porcentaje de mi sueldo,Part-Time,12000,Neto,4,3,No,No recibo bono,Uno,20,1-10,No,No cambié de empresa,Flexibilidad
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,2 - 3,Networking,,,,,,No,0,Neto,Full-Time,14000,Neto,2,2,No,No recibo bono,No,0,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,HelpDesk,,,,,,No,12000,Neto,Full-Time,12000,Neto,3,3,No,No recibo bono,Uno,20,1001+,No,No cambié de empresa,Abono de celular y/o Internet;Viáticos
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,8 - 10,2 - 3,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,13000,Neto,3,3,No,No recibo bono,Uno,30,1-10,No,No cambié de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,27 - 30,Provincia de Buenos Aires,3 - 5,Menos de un año,QA / Tester,,,Funcional,Selenium,,,,,Full-Time,11300,Bruto,2,1,No,No recibo bono,Uno,23,101-200,No,No cambié de empresa,Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Playroom;Viajes al exterior;WFH (Trabajar desde casa)
Hombre,27 - 30,Provincia de Buenos Aires,3 - 5,1 - 2,operario,,,,,,,,,Part-Time,20000,Neto,2,2,No,No recibo bono,No,0,101-200,Sí,Salario,Descuentos en gimnasios;Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,HelpDesk,,,,,,No,0,Neto,Full-Time,9300,Neto,2,3,No,No recibo bono,No,0,501-1000,No,No cambié de empresa,"Snacks, golosinas, bebidas, etc"
Hombre,27 - 30,Provincia de Buenos Aires,8 - 10,2 - 3,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,14000,Neto,2,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,2 - 3,SysAdmin / DevOps,*BSD;Linux;Windows;VMWare,,,,,No,0,Bruto,Full-Time,30000,Bruto,3,2,Un sueldo,Performance individual,Uno,25,201-500,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,6 - 7,SysAdmin / DevOps,Windows,,,,,No,0,Neto,Full-Time,30000,Neto,4,3,No,No recibo bono,Uno,27,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,1 - 2,Networking,,,,,,No,0,Neto,Full-Time,25000,Neto,4,3,No,Mix de las anteriores,Uno,0,501-1000,No,Mejores beneficios,Sueldo divido en dos pagos por mes
Hombre,31 - 33,Corrientes,1 - 2,1 - 2,HelpDesk,,,,,,"Sí, pasiva",0,Neto,Full-Time,10843,Neto,2,3,No,No recibo bono,Uno,28,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,Seguridad,,,,,,,,,Full-Time,15208.75,Bruto,3,2,No,No recibo bono,Dos,15,1001+,No,No cambié de empresa,"Aumento por inflación;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;Laptop"
Hombre,37 - 40,Chubut,5 - 7,6 - 7,SysAdmin / DevOps,Windows;VMWare;Symante. backup exec ,,,,,No,0,Neto,Full-Time,21000,Neto,1,3,No,No recibo bono,Dos,10,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,41 - 45,Entre Ríos,1 - 2,Menos de un año,PM,,,,,,,,,Full-Time,19000,Neto,3,3,No,No recibo bono,Uno,7,101-200,Sí,Mayor comodidad,Viáticos
Mujer,24 - 26,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 3,HelpDesk,,,,,,"Sí, pasiva",400,Neto,Full-Time,12300,Neto,3,2,No,No recibo bono,No,0,501-1000,No,No cambié de empresa,Descuentos en gimnasios
Hombre,37 - 40,Córdoba,10+,1 - 2,Developer,,CSS;HTML;Javascript;jQuery;NodeJS;PHP,,,,No,0,Bruto,Full-Time,21000,Neto,4,5,No,No recibo bono,Uno,20,51-100,No,No cambié de empresa,"Clases de idiomas;Snacks, golosinas, bebidas, etc"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,HelpDesk,,,,,,No,0,Bruto,Full-Time,16000,Bruto,3,3,No,No recibo bono,No,0,1001+,Sí,Salario,Abono de celular y/o Internet
Hombre,31 - 33,Provincia de Buenos Aires,8 - 10,4 - 5,Developer,,"CSS;HTML;Javascript;jQuery;PHP;MySQL, Linux",,,,No,0,Bruto,Freelance,14000,Neto,2,2,No,No recibo bono,Uno,10,1-10,Sí,Desafíos profesionales,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,Developer,,Swift,,,,No,0,Porcentaje de mi sueldo,Part-Time,8500,Neto,4,4,No,No recibo bono,Dos,25,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,2 - 3,Developer,,HTML;Javascript;jQuery;PHP,,,,No,0,Bruto,Full-Time,30000,Bruto,3,3,Un sueldo,Performance individual,Dos,30,501-1000,No,Salario,Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño
Hombre,37 - 40,Tierra del Fuego,10+,3 - 4,SysAdmin / DevOps,Linux,,,,,No,0,Porcentaje de mi sueldo,Full-Time,34500,Neto,5,5,Menos de un sueldo,Nada,Uno,13,1001+,No,No cambié de empresa,Aumento por inflación;Capacitaciones y/o cursos;Vacaciones de invierno
Hombre,27 - 30,Provincia de Buenos Aires,1 - 2,1 - 2,SysAdmin / DevOps,SalesForce,,,,,"Sí, pasiva",1500,Neto,Full-Time,12000,Neto,3,3,Un sueldo,Mix de las anteriores,Uno,15,1001+,No,No cambié de empresa,"Abono de celular y/o Internet;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Guardería;Horarios flexibles;Laptop;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,6 - 7,Storage / Backup,,,,,,No,1800,Porcentaje de mi sueldo,Full-Time,34000,Neto,4,4,Un sueldo,Performance individual,No,0,1001+,No,No cambié de empresa,Capacitaciones y/o cursos;Viajes al exterior;Viáticos
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,7 - 8,Administrador de infraestructura it,,,,,,,,,Full-Time,24300,Neto,3,1,No,No recibo bono,No,0,501-1000,No,No cambié de empresa,Abono de celular y/o Internet;Comidas pagas/subvencionadas;Laptop
Hombre,21 - 23,Río Negro,1 - 2,1 - 2,Developer,,CSS;HTML;Java;Javascript;jQuery;NodeJS,,,,"Sí, activa",0,Bruto,Full-Time,14500,Neto,1,2,Un sueldo,No recibo bono,Dos,20,1001+,No,No cambié de empresa,Capacitaciones y/o cursos
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,7 - 8,Networking,,,,,,"Sí, pasiva",900,Porcentaje de mi sueldo,Full-Time,14000,Bruto,2,2,No,No recibo bono,Uno,19,1001+,No,No cambié de empresa,Abono de celular y/o Internet;Laptop
Hombre,18 - 20,Provincia de Buenos Aires,1 - 2,1 - 2,Networking,,,,,,No,0,Neto,Part-Time,4000,Neto,1,1,No,No recibo bono,No,0,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,8 - 9,Networking,,,,,,No,0,Bruto,Full-Time,75000,Bruto,5,5,No,No recibo bono,Dos,30,201-500,Sí,Desafíos profesionales,Abono de celular y/o Internet;Aumento por inflación;Bonos por desempeño;Laptop;WFH (Trabajar desde casa)
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Part-Time,9000,Neto,3,3,No,No recibo bono,Uno,40,1-10,No,No cambié de empresa,Horarios flexibles;Viáticos
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,8 - 10,Menos de un año,Developer,,.NET;C#,,,,No,0,Bruto,Full-Time,20000,Neto,4,3,De uno a tres sueldos,Performance individual,Uno,20,51-100,Sí,Salario,Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Laptop;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Consultant,,,,,,,,,Full-Time,15000,Neto,2,3,Menos de un sueldo,Performance de la compañía,Uno,25,11-50,No,No cambié de empresa,Horarios flexibles;Laptop
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,3 - 4,SysAdmin / DevOps,Linux;Windows;VMWare,,,,,"Sí, pasiva",1600,Bruto,Full-Time,24000,Neto,2,2,Un sueldo,Performance grupal,No,0,1001+,No,No cambié de empresa,Comidas pagas/subvencionadas
Hombre,18 - 20,Ciudad Autónoma de Buenos Aires,1 - 2,Menos de un año,Developer,,.NET;C#;CSS;HTML;Javascript;jQuery,,,,No,0,Porcentaje de mi sueldo,Full-Time,13800,Bruto,4,3,No,No recibo bono,Uno,15,51-100,No,No cambié de empresa,Aumento por inflación;Capacitaciones y/o cursos;Clases de idiomas;Horarios flexibles;Viajes al exterior;Viáticos
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,5 - 7,Menos de un año,SysAdmin / DevOps,Linux;Windows;AWS / Rackspace;Azure;Docker / Containers;VMWare,,,,,"Sí, pasiva",0,Bruto,Full-Time,32000,Bruto,4,5,De uno a tres sueldos,Performance individual,Dos,25,51-100,Sí,Salario,"Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Horarios flexibles;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)"
Hombre,27 - 30,Provincia de Buenos Aires,5 - 7,5 - 6,Developer,,HTML;Javascript;jQuery;PHP,,,,No,0,Neto,Full-Time,10800,Neto,2,1,No,No recibo bono,Uno,28,1001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,18 - 20,Ciudad Autónoma de Buenos Aires,1 - 2,1 - 2,Soporte técnico,,,,,,,,,Part-Time,8500,Neto,3,2,Un sueldo,Aguinaldo,No,0,501-1000,No,No cambié de empresa,Capacitaciones y/o cursos;Descuentos en gimnasios;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3 - 5,Menos de un año,Developer,,HTML;Java;Javascript;NodeJS,,,,No,0,Porcentaje de mi sueldo,Full-Time,15500,Bruto,3,4,No,No recibo bono,No,0,1001+,No,Salario,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,Developer,,CSS;HTML;Javascript,,,,No,0,Neto,Full-Time,24000,Bruto,3,4,No,No recibo bono,Uno,22,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Horarios flexibles;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,41 - 45,GBA,10+,8 - 9,SysAdmin / DevOps,Linux;Windows;OpenStack;VMWare,,,,,No,0,Porcentaje de mi sueldo,Full-Time,18000,Neto,4,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Comidas pagas/subvencionadas;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
Hombre,27 - 30,Provincia de Buenos Aires,3 - 5,2 - 3,HelpDesk,,,,,,"Sí, activa",300,Porcentaje de mi sueldo,Full-Time,11,Bruto,3,3,No,No recibo bono,Dos,30,101-200,No,No cambié de empresa,Comidas pagas/subvencionadas;Horarios flexibles
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,2 - 3,SysAdmin / DevOps,Linux;Windows;VMWare,,,,,"Sí, pasiva",2100,Neto,Full-Time,23500,Neto,4,5,No,No recibo bono,Más de dos,40,201-500,No,No cambié de empresa,Laptop;Viáticos
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8 - 10,4 - 5,HelpDesk,,,,,,No,0,Bruto,Full-Time,20476,Neto,3,3,Menos de un sueldo,Mix de las anteriores,Más de dos,33,201-500,No,No cambié de empresa,"Bonos por desempeño;Capacitaciones y/o cursos;Cuota para universidad;Descuentos en gimnasios;Snacks, golosinas, bebidas, etc"
Hombre,37 - 40,Río Negro,8 - 10,9 - 10,Networking,,,,,,"Sí, pasiva",4000,Bruto,Part-Time,37000,Bruto,3,3,No,No recibo bono,Uno,18,11-50,No,No cambié de empresa,Abono de celular y/o Internet;Aumento por inflación;Capacitaciones y/o cursos;Laptop;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,3 - 5,1 - 2,HelpDesk,,,,,,"Sí, pasiva",1000,Porcentaje de mi sueldo,Full-Time,17000,Neto,3,2,Un sueldo,Mix de las anteriores,Uno,19,1001+,No,No cambié de empresa,"Aumento por inflación;Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc);Horarios flexibles;Laptop;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8 - 10,4 - 5,Developer,,HTML;Java;Javascript;jQuery,,,,No,0,Neto,Full-Time,33000,Bruto,3,3,Un sueldo,Performance individual,Uno,20,101-200,No,No cambié de empresa,"Bonos por desempeño;Capacitaciones y/o cursos;Clases de idiomas;Cuota para universidad;Descuentos en gimnasios;Horarios flexibles;Snacks, golosinas, bebidas, etc;Stock options;WFH (Trabajar desde casa)"
Hombre,24 - 26,Formosa,1 - 2,1 - 2,Developer,,.NET;C++;HTML;Java;PHP,,,,No,0,Bruto,Part-Time,6000,Bruto,2,3,Menos de un sueldo,Performance individual,Uno,14,1-10,No,No cambié de empresa,Ninguna de las anteriores
Mujer,27 - 30,Córdoba,5 - 7,3 - 4, analista funcional,,,,,,,,,Full-Time,18000,Neto,1,2,Un sueldo,Performance individual,No,0,1001+,No,No cambié de empresa,Bonos por desempeño
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,2 - 3,IT,,,,,,,,,Full-Time,13000,Neto,1,2,No,No recibo bono,Uno,20,1001+,No,No cambié de empresa,Aumento por inflación;Capacitaciones y/o cursos;Comidas pagas/subvencionadas
Hombre,31 - 33,Entre Ríos,10+,2 - 3,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,11.54,Neto,3,2,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Provincia de Buenos Aires,5 - 7,1 - 2,reparacion y ensablado de pc redes mantenimiento de pc y redes ,,,,,,,,,Full-Time,6500,Bruto,2,3,No,una conexion a internet gratis,Uno,0,1-10,No,No cambié de empresa,Abono de celular y/o Internet;Ninguna de las anteriores
Hombre,24 - 26,GBA,5 - 7,5 - 6,HelpDesk,,,,,,"Sí, activa",500,Neto,Full-Time,12450,Neto,2,1,No,No recibo bono,Uno,20,1001+,No,No cambié de empresa,Aumento por inflación;Ninguna de las anteriores
Hombre,18 - 20,Ciudad Autónoma de Buenos Aires,1 - 2,Menos de un año,HelpDesk,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,10000,Neto,2,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,3 - 5,3 - 4,HelpDesk,,,,,,No,0,Neto,Full-Time,12000,Bruto,3,1,No,No recibo bono,Uno,20,1-10,No,No cambié de empresa,Aumento por inflación;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,50+,Provincia de Buenos Aires,10+,4 - 5,Developer,,Javascript;PHP,,,,No,0,Bruto,Full-Time,20000,Bruto,3,3,No,No recibo bono,Uno,20,1-10,No,No cambié de empresa,Abono de celular y/o Internet;Horarios flexibles;Laptop
